"GENRE"	"BOOK"	"LABEL"	"EXTRACTION"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_51_out.txt_0046"	"ita"	"Porta Venere"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_51_out.txt_0048"	"ita"	"Le Vene"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_51_out.txt_0050"	"ita"	"loggia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_51_out.txt_0054"	"ita"	"Perugino"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_51_out.txt_0056"	"ita"	"Rocco da Vicenza"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_51_out.txt_0058"	"ita"	"Le Vene"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0002"	"ita"	"Salvatore"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0004"	"ita"	"Clitunno"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0006"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0008"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0010"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0012"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0014"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0016"	"ita"	"Umbria"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0018"	"ita"	"Montefalco"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0020"	"ita"	"Trevi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0022"	"ita"	"Foligno"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0024"	"ita"	"Bevagna"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0026"	"ita"	"Spello Assisi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0028"	"ita"	"Monte Subasio Santa Maria degli Angeli"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0030"	"ita"	"Ponte San Giovanni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0032"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0034"	"ita"	"Sulla"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0036"	"ita"	"Barbarossa"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0038"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0040"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0042"	"ita"	"Umbria"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0044"	"ita"	"Baglioni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0046"	"ita"	"Barbarossa"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0048"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0050"	"ita"	"Umbria"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0052"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0054"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0056"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0058"	"ita"	"Niccolò"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0060"	"ita"	"Piazza Bernardino Campello"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0062"	"ita"	"nuovissima per Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_52_out.txt_0064"	"ita"	"Teatro Nuovo con richissima messa in scena"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0002"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0004"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0006"	"ita"	"Spello"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0008"	"ita"	"Rocca"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0010"	"ita"	"Monte Luco"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0012"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0014"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0016"	"ita"	"Castello"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0018"	"ita"	"Rocca"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0020"	"ita"	"San Gregorio Maggiore"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0022"	"ita"	"San Pietro"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0024"	"ita"	"Monte Luco"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0026"	"ita"	"San Niccolò"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0028"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0030"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0032"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0034"	"ita"	"Porta San Gregorio"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0036"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0040"	"ita"	"Santa Maria Assunta"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0042"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0044"	"ita"	"Rocca"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0046"	"ita"	"piazza"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0048"	"ita"	"Rocca"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0050"	"ita"	"Chiesa della Manna d Oro"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0052"	"ita"	"Assisi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0054"	"ita"	"loggia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0056"	"ita"	"portico"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0060"	"ita"	"portico"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0062"	"ita"	"Francesco Eroli"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0064"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0066"	"ita"	"Fra Filippo Lippi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0068"	"ita"	"Lippo Lippi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0070"	"ita"	"Lorenzo"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0072"	"ita"	"Spoletani"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0074"	"ita"	"Vasari Fra Filippo"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0076"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0078"	"ita"	"Lucrezia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0080"	"ita"	"Vasari"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0082"	"ita"	"Madonna"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0084"	"ita"	"Fra Diamante"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0086"	"ita"	"Lippo Lippi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0088"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0090"	"ita"	"Ponte delle Torri"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0092"	"ita"	"Monte Luco"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0094"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0096"	"ita"	"Monte Luco"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0098"	"ita"	"Tessino"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0100"	"ita"	"vista"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0102"	"ita"	"Albergo Lucini"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0104"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_53_out.txt_0106"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0003"	"ita"	"Trevi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0005"	"ita"	"Assisi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0007"	"ita"	"Perugia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0009"	"ita"	"Piazza Mercato"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0011"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0013"	"ita"	"Rocca"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0015"	"ita"	"piazza"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0017"	"ita"	"Tessino"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0019"	"ita"	"Ponte delle Torri"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0023"	"ita"	"Monte Luco"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0025"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0029"	"ita"	"Ponte delle Torri"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0031"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0033"	"ita"	"Guida di Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0035"	"ita"	"Monte Luco"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0039"	"ita"	"Monte Luco"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0041"	"ita"	"Monte Luco"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0043"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0045"	"ita"	"Rocca"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0047"	"ita"	"loggie"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0049"	"ita"	"Pietro"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0051"	"ita"	"Spoleto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0053"	"ita"	"Terni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0055"	"ita"	"Velino"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0057"	"ita"	"Abruzzi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0059"	"ita"	"Terni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0063"	"ita"	"Terni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0065"	"ita"	"delle"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0067"	"ita"	"Terni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0069"	"ita"	"Velino"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_54_out.txt_0071"	"ita"	"Tivoli"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_55_out.txt_0002"	"ita"	"Nera"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_55_out.txt_0004"	"ita"	"signori Non è basta non è basta"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_55_out.txt_0008"	"ita"	"mezzogiorno"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0002"	"ita"	"Narni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0004"	"ita"	"Rocca"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0006"	"ita"	"Trecento"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0008"	"ita"	"Narni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0010"	"ita"	"piazza"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0012"	"ita"	"festa"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0014"	"ita"	"Signori"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0016"	"ita"	"festa"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0018"	"ita"	"Albergo"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0020"	"ita"	"Narni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0022"	"ita"	"Nera"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0024"	"ita"	"Umbria"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0026"	"ita"	"Gentile da Fabriano"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0028"	"ita"	"Narni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0030"	"ita"	"Magi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0032"	"ita"	"Apollo"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0036"	"ita"	"Narni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0038"	"ita"	"Etna"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0040"	"ita"	"Narni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0042"	"ita"	"Nera"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0044"	"ita"	"Umbria"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0046"	"ita"	"Rocca"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0048"	"ita"	"Delia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0050"	"ita"	"fare"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0056"	"ita"	"Narni"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0058"	"ita"	"quota"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_56_out.txt_0060"	"ita"	"Nera"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0002"	"ita"	"vista"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0004"	"ita"	"Casciano"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0006"	"ita"	"contadini"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0008"	"ita"	"Ponte d"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0010"	"ita"	"Umbri"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0012"	"ita"	"Gattamelata"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0014"	"ita"	"Condottiere"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0016"	"ita"	"Maria Impensole"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0018"	"ita"	"Palazzo Comunale"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0020"	"ita"	"Palazzo dei Priori"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0022"	"ita"	"Gattamelata"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0024"	"ita"	"Vicolo Gattamelata"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0026"	"ita"	"Gattamelata fui"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0028"	"ita"	"Palazzo Comunale"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0030"	"ita"	"Uffizi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0032"	"ita"	"Via Flaminia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0034"	"ita"	"Nera"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0036"	"ita"	"Nera"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0038"	"ita"	"Nera"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_57_out.txt_0040"	"ita"	"Apollo"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0001"	"ita"	"ORVIETO"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0003"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0005"	"ita"	"Madonna"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0007"	"ita"	"Luca Signorelli"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0009"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0013"	"ita"	"Etruria"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0015"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0017"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0019"	"ita"	"Etruria"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0025"	"ita"	"Paglia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0027"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0029"	"ita"	"Brescia"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0031"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0033"	"ita"	"Porta Maggiore"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0035"	"ita"	"tiara"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0037"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0039"	"ita"	"Dante"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0043"	"ita"	"bassi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0045"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0047"	"ita"	"Filippeschi"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0049"	"ita"	"Duomo"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0051"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0055"	"ita"	"Orvieto Siena"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0057"	"ita"	"Pisa"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0059"	"ita"	"Lucca"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0061"	"ita"	"Umbria"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0063"	"ita"	"serene"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0067"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0069"	"ita"	"Santa Maria"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0071"	"ita"	"Lorenzo Maitani"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_58_out.txt_0073"	"ita"	"Niccolò Pisano"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0002"	"ita"	"Niccolò Pisano"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0004"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0006"	"ita"	"Opera del Duomo"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0008"	"ita"	"Nicola Pisano"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0010"	"ita"	"Cimabue"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0012"	"ita"	"Duccio"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0014"	"ita"	"Dante"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0016"	"ita"	"Dante"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0018"	"ita"	"Nicola Pisano"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0022"	"ita"	"Campo Santo"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0028"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0030"	"ita"	"Ghiberti"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0032"	"ita"	"Donatello"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0034"	"ita"	"Michelangelo"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0036"	"ita"	"Orvieto"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0038"	"ita"	"Niccolò"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0040"	"ita"	"Signorelli"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0042"	"ita"	"Cappella Nuova"
"TRAVEL NARRATIVE"	"A_Little_Pilgrimage_in_Italy.txt_59_out.txt_0044"	"ita"	"Pinturicchio"
